고객ID,고객명,Tier,업종,손익코드,손익명,매출코드,매출명,고객소통명,25년매출,26년매출,대분류,중분류,AX구분_대,AX구분_중,AI Stack
cust014,고객 014,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,125044,59365,대분류004,중분류008,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,384657717,197479500,대분류004,중분류011,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,420521790,208843946,대분류002,중분류002,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,B38,손익013,B48,상품031,상품_대외용_021,949261,0,대분류004,중분류012,Legacy,Application,AI Platform
cust014,고객 014,Tier2,대기업,B38,손익013,B49,상품036,상품_대외용_007,2640000,1320000,대분류004,중분류012,Legacy,Application,AI Platform
cust014,고객 014,Tier2,대기업,B38,손익013,B38,상품015,상품_대외용_007,674742,447581,대분류004,중분류012,Legacy,Application,AI Platform
cust014,고객 014,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,3013165,1827625,대분류002,중분류004,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,D20,손익001,D21,상품016,상품_대외용_008,6000000,3000000,대분류001,중분류001,AX,Infra,AI Infra
cust014,고객 014,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,2262379951,1497590873,대분류004,중분류013,Legacy,Application,Application
cust014,고객 014,Tier2,대기업,E30,손익014,E32,상품021,상품_대외용_013,3428948399,1528167409,대분류004,중분류013,Legacy,Application,Application
cust014,고객 014,Tier2,대기업,E30,손익014,E34,상품020,상품_대외용_012,51002846,10698977,대분류004,중분류013,Legacy,Application,Application
cust014,고객 014,Tier2,대기업,E40,손익024,E41,상품037,상품_대외용_026,0,41613,대분류004,중분류006,Legacy,Application,Application
cust014,고객 014,Tier2,대기업,K10,손익015,K13,상품024,상품_대외용_014,39,-37,대분류004,중분류014,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,1397712,704669,대분류004,중분류014,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,141176794,68461456,대분류004,중분류014,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,L10,손익017,L11,상품026,상품_대외용_016,1358954023,665602349,대분류004,중분류015,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,L30,손익022,L33,상품042,상품_대외용_029,174000000,98481613,대분류004,중분류015,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,990614479,346136999,대분류005,중분류017,Legacy,Infra,NW Infra
cust014,고객 014,Tier2,대기업,M30,손익032,M31,상품056,상품_대외용_039,633338575,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,A30,손익009,A32,상품011,상품_대외용_003,3388315,1689219,대분류004,중분류008,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,B30,손익012,B32,상품014,상품_대외용_006,84596516,43306000,대분류004,중분류011,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,B36,손익020,B36,상품030,상품_대외용_020,668639619,220530091,대분류002,중분류002,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,B38,손익013,B48,상품031,상품_대외용_021,397600000,23800000,대분류004,중분류012,Legacy,Application,AI Platform
cust015,고객 015,Tier3,대기업,B38,손익013,B49,상품036,상품_대외용_007,82167532,30866029,대분류004,중분류012,Legacy,Application,AI Platform
cust015,고객 015,Tier3,대기업,B38,손익013,B38,상품015,상품_대외용_007,214984000,103140000,대분류004,중분류012,Legacy,Application,AI Platform
cust015,고객 015,Tier3,대기업,D20,손익001,D23,상품033,상품_대외용_023,7507253608,2432088677,대분류001,중분류001,AX,Infra,AI Infra
cust015,고객 015,Tier3,대기업,D20,손익001,D21,상품016,상품_대외용_008,76790000,44940000,대분류001,중분류001,AX,Infra,AI Infra
cust015,고객 015,Tier3,대기업,E20,손익006,E26,상품017,상품_대외용_009,7580,2550,대분류004,중분류006,Legacy,Application,Application
cust015,고객 015,Tier3,대기업,E30,손익014,E32,상품021,상품_대외용_013,291485832,12535289,대분류004,중분류013,Legacy,Application,Application
cust015,고객 015,Tier3,대기업,E30,손익014,E31,상품022,상품_대외용_013,1038523,6941,대분류004,중분류013,Legacy,Application,Application
cust015,고객 015,Tier3,대기업,K10,손익015,K13,상품024,상품_대외용_014,1815010,810217,대분류004,중분류014,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,K10,손익015,K11,상품023,상품_대외용_014,67267764,32909041,대분류004,중분류014,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,K14,손익016,K14,상품025,상품_대외용_015,30437562,11388476,대분류004,중분류014,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,L10,손익017,L11,상품026,상품_대외용_016,701282447,295593910,대분류004,중분류015,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,L30,손익022,L34,상품041,상품_대외용_016,266874709,166648522,대분류004,중분류015,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,L30,손익022,L33,상품042,상품_대외용_029,4342116305,2111238717,대분류004,중분류015,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,L30,손익022,L31,상품034,상품_대외용_024,325395506,48710000,대분류004,중분류015,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,M20,손익023,M21,상품035,상품_대외용_025,16127658,13389935,대분류005,중분류017,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,M30,손익032,M31,상품056,상품_대외용_039,1452,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,T30,손익007,T37,상품007,상품_대외용_001,70538216,17592259,대분류005,중분류007,Legacy,Infra,Application
cust015,고객 015,Tier3,대기업,V10,손익018,V11,상품027,상품_대외용_017,30887570,13099434,대분류002,중분류002,Legacy,Infra,NW Infra
cust015,고객 015,Tier3,대기업,W14,손익028,W15,상품047,상품_대외용_014,900,580,대분류004,중분류014,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,A30,손익009,A32,상품011,상품_대외용_003,5,396,대분류004,중분류008,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,A36,손익011,A36,상품013,상품_대외용_005,1978796000,1061655000,대분류003,중분류010,AX,Application,AI Model
cust016,고객 016,Tier1,금융,B30,손익012,B32,상품014,상품_대외용_006,533908041,266270678,대분류004,중분류011,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,B36,손익020,B36,상품030,상품_대외용_020,6862957,2056660,대분류002,중분류002,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,B38,손익013,B38,상품015,상품_대외용_007,362845093,244800,대분류004,중분류012,Legacy,Application,AI Platform
cust016,고객 016,Tier1,금융,D20,손익001,D21,상품016,상품_대외용_008,32496031,31838981,대분류001,중분류001,AX,Infra,AI Infra
cust016,고객 016,Tier1,금융,E20,손익006,E21,상품054,상품_대외용_038,0,0,대분류004,중분류006,Legacy,Application,Application
cust016,고객 016,Tier1,금융,E30,손익014,E31,상품022,상품_대외용_013,6387213042,2916221540,대분류004,중분류013,Legacy,Application,Application
cust016,고객 016,Tier1,금융,E30,손익014,E32,상품021,상품_대외용_013,1287228498,686858089,대분류004,중분류013,Legacy,Application,Application
cust016,고객 016,Tier1,금융,E40,손익024,E41,상품037,상품_대외용_026,914320,456000,대분류004,중분류006,Legacy,Application,Application
cust016,고객 016,Tier1,금융,K10,손익015,K11,상품023,상품_대외용_014,0,0,대분류004,중분류014,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,K14,손익016,K14,상품025,상품_대외용_015,23721026,11466158,대분류004,중분류014,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,L10,손익017,L11,상품026,상품_대외용_016,701818573,360949454,대분류004,중분류015,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,L10,손익017,L13,상품040,상품_대외용_028,3966844,1980000,대분류004,중분류015,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,L30,손익022,L31,상품034,상품_대외용_024,279499277,121218080,대분류004,중분류015,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,M20,손익023,M21,상품035,상품_대외용_025,174675574,85105065,대분류005,중분류017,Legacy,Infra,NW Infra
cust016,고객 016,Tier1,금융,T10,손익008,T11,상품010,상품_대외용_002,2902800,0,대분류002,중분류002,Legacy,Application,Application
cust016,고객 016,Tier1,금융,V10,손익018,V11,상품027,상품_대외용_017,171016,77166,대분류002,중분류002,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,B30,손익012,B32,상품014,상품_대외용_006,543470000,272770000,대분류004,중분류011,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,B36,손익020,B36,상품030,상품_대외용_020,59343661,30720521,대분류002,중분류002,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,B38,손익013,B38,상품015,상품_대외용_007,737419,540000,대분류004,중분류012,Legacy,Application,AI Platform
cust017,고객 017,Tier2,금융,D20,손익001,D21,상품016,상품_대외용_008,6606360,3300000,대분류001,중분류001,AX,Infra,AI Infra
cust017,고객 017,Tier2,금융,D20,손익001,D22,상품050,상품_대외용_034,4971840,2485920,대분류001,중분류001,AX,Infra,AI Infra
cust017,고객 017,Tier2,금융,D20,손익001,D23,상품033,상품_대외용_023,60341850,33717900,대분류001,중분류001,AX,Infra,AI Infra
cust017,고객 017,Tier2,금융,E30,손익014,E32,상품021,상품_대외용_013,1043429866,581828848,대분류004,중분류013,Legacy,Application,Application
cust017,고객 017,Tier2,금융,E30,손익014,E31,상품022,상품_대외용_013,4460701928,1550247489,대분류004,중분류013,Legacy,Application,Application
cust017,고객 017,Tier2,금융,E40,손익024,E41,상품037,상품_대외용_026,5076000,2538000,대분류004,중분류006,Legacy,Application,Application
cust017,고객 017,Tier2,금융,K10,손익015,K11,상품023,상품_대외용_014,4869448,2429499,대분류004,중분류014,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,K10,손익015,K13,상품024,상품_대외용_014,177738,76241,대분류004,중분류014,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,K14,손익016,K14,상품025,상품_대외용_015,4239405,2341102,대분류004,중분류014,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,L10,손익017,L11,상품026,상품_대외용_016,714603211,573369319,대분류004,중분류015,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,L30,손익022,L31,상품034,상품_대외용_024,56851972,64830892,대분류004,중분류015,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,M20,손익023,M21,상품035,상품_대외용_025,17360144,11101284,대분류005,중분류017,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,M30,손익032,M31,상품055,상품_대외용_039,0,588000,대분류006,중분류019,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,M30,손익032,M31,상품056,상품_대외용_039,1176000,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust017,고객 017,Tier2,금융,T10,손익008,T11,상품010,상품_대외용_002,8255203,0,대분류002,중분류002,Legacy,Application,Application
cust017,고객 017,Tier2,금융,T30,손익007,T37,상품007,상품_대외용_001,49532100,24000000,대분류005,중분류007,Legacy,Infra,Application
cust017,고객 017,Tier2,금융,V10,손익018,V11,상품027,상품_대외용_017,599532,299503,대분류002,중분류002,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,A36,손익011,A36,상품013,상품_대외용_005,3003500000,533000000,대분류003,중분류010,AX,Application,AI Model
cust018,고객 018,Tier3,금융,B30,손익012,B32,상품014,상품_대외용_006,38017209,19007729,대분류004,중분류011,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,B36,손익020,B36,상품030,상품_대외용_020,20176688,7164708,대분류002,중분류002,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,B38,손익013,B48,상품031,상품_대외용_021,1821600,910800,대분류004,중분류012,Legacy,Application,AI Platform
cust018,고객 018,Tier3,금융,B38,손익013,B38,상품015,상품_대외용_007,4087400,1068000,대분류004,중분류012,Legacy,Application,AI Platform
cust018,고객 018,Tier3,금융,B38,손익013,B49,상품036,상품_대외용_007,4800000,2400000,대분류004,중분류012,Legacy,Application,AI Platform
cust018,고객 018,Tier3,금융,D20,손익001,D21,상품016,상품_대외용_008,594057,297000,대분류001,중분류001,AX,Infra,AI Infra
cust018,고객 018,Tier3,금융,E20,손익006,E25,상품019,상품_대외용_011,42667079,22328751,대분류004,중분류006,Legacy,Application,Application
cust018,고객 018,Tier3,금융,E30,손익014,E32,상품021,상품_대외용_013,860017668,488645520,대분류004,중분류013,Legacy,Application,Application
cust018,고객 018,Tier3,금융,E30,손익014,E31,상품022,상품_대외용_013,2287365867,1095184797,대분류004,중분류013,Legacy,Application,Application
cust018,고객 018,Tier3,금융,L10,손익017,L11,상품026,상품_대외용_016,28297075,12870678,대분류004,중분류015,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,L30,손익022,L34,상품041,상품_대외용_016,11250000,4500000,대분류004,중분류015,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,M20,손익023,M21,상품035,상품_대외용_025,148511,74252,대분류005,중분류017,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,T10,손익008,T11,상품010,상품_대외용_002,228480,0,대분류002,중분류002,Legacy,Application,Application
cust018,고객 018,Tier3,금융,V10,손익018,V11,상품027,상품_대외용_017,2798593,1336874,대분류002,중분류002,Legacy,Infra,NW Infra
cust018,고객 018,Tier3,금융,X10,손익019,X11,상품028,상품_대외용_018,257050000,0,대분류004,중분류016,Legacy,Infra,NW Infra
cust042,고객 042,Tier3,대기업,E20,손익006,E25,상품019,상품_대외용_011,90798,40524,대분류004,중분류006,Legacy,Application,Application
cust042,고객 042,Tier3,대기업,K10,손익015,K11,상품023,상품_대외용_014,3299238,1731855,대분류004,중분류014,Legacy,Infra,NW Infra
cust042,고객 042,Tier3,대기업,K10,손익015,K13,상품024,상품_대외용_014,22365,11065,대분류004,중분류014,Legacy,Infra,NW Infra
cust042,고객 042,Tier3,대기업,T35,손익029,T35,상품051,상품_대외용_035,9024000000,5295252616,대분류006,중분류019,Legacy,Application,NW Infra
cust043,고객 043,Tier1,금융,A30,손익009,A33,상품029,상품_대외용_019,14150200,5170504,대분류004,중분류008,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,A30,손익009,A31,상품048,상품_대외용_032,89051474,59976107,대분류004,중분류008,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,A30,손익009,A32,상품011,상품_대외용_003,3012465335,1608010620,대분류004,중분류008,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,A35,손익010,A35,상품012,상품_대외용_004,260655458,116955149,대분류003,중분류009,AX,Application,AI Model
cust043,고객 043,Tier1,금융,A36,손익011,A36,상품013,상품_대외용_005,409000000,24210000,대분류003,중분류010,AX,Application,AI Model
cust043,고객 043,Tier1,금융,B30,손익012,B32,상품014,상품_대외용_006,331800000,168600000,대분류004,중분류011,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,B36,손익020,E24,상품057,상품_대외용_020,1650600,14148000,대분류002,중분류002,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,B36,손익020,B36,상품030,상품_대외용_020,277567652,138772750,대분류002,중분류002,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,B38,손익013,B49,상품036,상품_대외용_007,3816000,1908000,대분류004,중분류012,Legacy,Application,AI Platform
cust043,고객 043,Tier1,금융,B38,손익013,B38,상품015,상품_대외용_007,40000000,24000000,대분류004,중분류012,Legacy,Application,AI Platform
cust043,고객 043,Tier1,금융,D20,손익001,D23,상품033,상품_대외용_023,59880000,60288000,대분류001,중분류001,AX,Infra,AI Infra
cust043,고객 043,Tier1,금융,D20,손익001,D21,상품016,상품_대외용_008,29370000,18256280,대분류001,중분류001,AX,Infra,AI Infra
cust043,고객 043,Tier1,금융,E20,손익006,E22,상품018,상품_대외용_010,202909116,101454558,대분류004,중분류006,Legacy,Application,Application
cust043,고객 043,Tier1,금융,E30,손익014,E32,상품021,상품_대외용_013,25944509,13170611,대분류004,중분류013,Legacy,Application,Application
cust043,고객 043,Tier1,금융,E40,손익024,E41,상품037,상품_대외용_026,4054000,1878000,대분류004,중분류006,Legacy,Application,Application
cust043,고객 043,Tier1,금융,K10,손익015,K13,상품024,상품_대외용_014,22437126,7449312,대분류004,중분류014,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,K10,손익015,K11,상품023,상품_대외용_014,6416228946,2874817415,대분류004,중분류014,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,K10,손익015,K12,상품039,상품_대외용_014,66658841,32202396,대분류004,중분류014,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,K14,손익016,K14,상품025,상품_대외용_015,7212235,3903586,대분류004,중분류014,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,L10,손익017,L13,상품040,상품_대외용_028,1356000,678000,대분류004,중분류015,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,L10,손익017,L11,상품026,상품_대외용_016,1693075345,888234150,대분류004,중분류015,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,L30,손익022,L31,상품034,상품_대외용_024,7248000,9402571,대분류004,중분류015,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,W14,손익028,W15,상품047,상품_대외용_014,1599579,630375,대분류004,중분류014,Legacy,Infra,NW Infra
cust043,고객 043,Tier1,금융,W14,손익028,W14,상품046,상품_대외용_014,29122348,16213416,대분류004,중분류014,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,A30,손익009,A32,상품011,상품_대외용_003,-829001,-36916,대분류004,중분류008,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,A30,손익009,A31,상품048,상품_대외용_032,0,0,대분류004,중분류008,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,B30,손익012,B32,상품014,상품_대외용_006,710541315,372847711,대분류004,중분류011,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,B36,손익020,B36,상품030,상품_대외용_020,257703600,104211455,대분류002,중분류002,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,B38,손익013,B38,상품015,상품_대외용_007,96000000,48000000,대분류004,중분류012,Legacy,Application,AI Platform
cust019,고객 019,Tier3,대기업,B50,손익021,B51,상품032,상품_대외용_022,394120,426000,대분류002,중분류004,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,E20,손익006,E26,상품017,상품_대외용_009,0,0,대분류004,중분류006,Legacy,Application,Application
cust019,고객 019,Tier3,대기업,E40,손익024,E41,상품037,상품_대외용_026,0,0,대분류004,중분류006,Legacy,Application,Application
cust019,고객 019,Tier3,대기업,K10,손익015,K13,상품024,상품_대외용_014,27267042,16486156,대분류004,중분류014,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,K10,손익015,K11,상품023,상품_대외용_014,238982543,151500473,대분류004,중분류014,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,K14,손익016,K14,상품025,상품_대외용_015,388967998,213047737,대분류004,중분류014,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,L10,손익017,L11,상품026,상품_대외용_016,915080887,445266595,대분류004,중분류015,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,L30,손익022,L34,상품041,상품_대외용_016,1200000,1815798,대분류004,중분류015,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,L30,손익022,L31,상품034,상품_대외용_024,408629799,77746511,대분류004,중분류015,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,M20,손익023,M21,상품035,상품_대외용_025,42992120,17709177,대분류005,중분류017,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,M30,손익032,M31,상품056,상품_대외용_039,239444934,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,M30,손익032,M31,상품055,상품_대외용_039,0,119719740,대분류006,중분류019,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,T30,손익007,T37,상품007,상품_대외용_001,145565066,66915388,대분류005,중분류007,Legacy,Infra,Application
cust019,고객 019,Tier3,대기업,V10,손익018,V11,상품027,상품_대외용_017,358404,71625,대분류002,중분류002,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,W14,손익028,W15,상품047,상품_대외용_014,8717353,5204494,대분류004,중분류014,Legacy,Infra,NW Infra
cust019,고객 019,Tier3,대기업,X10,손익019,X11,상품028,상품_대외용_018,824610000,461236300,대분류004,중분류016,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,A30,손익009,A33,상품029,상품_대외용_019,8802043,302930397,대분류004,중분류008,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,A30,손익009,A32,상품011,상품_대외용_003,804429290,473114166,대분류004,중분류008,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,A35,손익010,A35,상품012,상품_대외용_004,536136911,282807891,대분류003,중분류009,AX,Application,AI Model
cust020,고객 020,Tier2,온라인/IT,A36,손익011,A36,상품013,상품_대외용_005,0,246915000,대분류003,중분류010,AX,Application,AI Model
cust020,고객 020,Tier2,온라인/IT,B30,손익012,B32,상품014,상품_대외용_006,702077418,528314516,대분류004,중분류011,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,B36,손익020,B36,상품030,상품_대외용_020,176704136,92718027,대분류002,중분류002,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,B50,손익021,B51,상품032,상품_대외용_022,283200,172600,대분류002,중분류004,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,D20,손익001,D23,상품033,상품_대외용_023,158427380,510521561,대분류001,중분류001,AX,Infra,AI Infra
cust020,고객 020,Tier2,온라인/IT,D20,손익001,D21,상품016,상품_대외용_008,2203887859,1395407673,대분류001,중분류001,AX,Infra,AI Infra
cust020,고객 020,Tier2,온라인/IT,E20,손익006,E26,상품017,상품_대외용_009,130604,70200,대분류004,중분류006,Legacy,Application,Application
cust020,고객 020,Tier2,온라인/IT,E20,손익006,E25,상품019,상품_대외용_011,144390,72039,대분류004,중분류006,Legacy,Application,Application
cust020,고객 020,Tier2,온라인/IT,E30,손익014,E31,상품022,상품_대외용_013,4046283,1622155,대분류004,중분류013,Legacy,Application,Application
cust020,고객 020,Tier2,온라인/IT,K10,손익015,K13,상품024,상품_대외용_014,6597,3178,대분류004,중분류014,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,K10,손익015,K11,상품023,상품_대외용_014,3756685,1893159,대분류004,중분류014,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,K14,손익016,K14,상품025,상품_대외용_015,44497283,22651153,대분류004,중분류014,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,L10,손익017,L11,상품026,상품_대외용_016,1211679053,682718818,대분류004,중분류015,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,L30,손익022,L31,상품034,상품_대외용_024,208836495,0,대분류004,중분류015,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,M20,손익023,M21,상품035,상품_대외용_025,3322846675,1474229533,대분류005,중분류017,Legacy,Infra,NW Infra
cust020,고객 020,Tier2,온라인/IT,T10,손익008,T11,상품010,상품_대외용_002,334000,0,대분류002,중분류002,Legacy,Application,Application
cust020,고객 020,Tier2,온라인/IT,T12,손익026,T12,상품043,상품_대외용_030,171400,319152,대분류002,중분류004,Legacy,Application,Application
cust020,고객 020,Tier2,온라인/IT,V10,손익018,V11,상품027,상품_대외용_017,801155,395517,대분류002,중분류002,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,18807156,9587300,대분류004,중분류008,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,A30,손익009,A32,상품011,상품_대외용_003,13107339,7536502,대분류004,중분류008,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,B30,손익012,B32,상품014,상품_대외용_006,951841229,455608836,대분류004,중분류011,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,B36,손익020,B36,상품030,상품_대외용_020,805324397,337994564,대분류002,중분류002,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,B38,손익013,B38,상품015,상품_대외용_007,144000000,72250000,대분류004,중분류012,Legacy,Application,AI Platform
cust044,고객 044,Tier2,대기업,B50,손익021,B51,상품032,상품_대외용_022,480000,240000,대분류002,중분류004,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,D20,손익001,D21,상품016,상품_대외용_008,52112097,27557143,대분류001,중분류001,AX,Infra,AI Infra
cust044,고객 044,Tier2,대기업,E20,손익006,E26,상품017,상품_대외용_009,59500,39000,대분류004,중분류006,Legacy,Application,Application
cust044,고객 044,Tier2,대기업,E20,손익006,E21,상품054,상품_대외용_038,360000,180000,대분류004,중분류006,Legacy,Application,Application
cust044,고객 044,Tier2,대기업,E30,손익014,E31,상품022,상품_대외용_013,1175205479,1924064946,대분류004,중분류013,Legacy,Application,Application
cust044,고객 044,Tier2,대기업,K10,손익015,K11,상품023,상품_대외용_014,2098064,722323,대분류004,중분류014,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,K14,손익016,K14,상품025,상품_대외용_015,731901870,394115393,대분류004,중분류014,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,L10,손익017,L13,상품040,상품_대외용_028,2630520,1315260,대분류004,중분류015,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,L10,손익017,L11,상품026,상품_대외용_016,576503143,225853796,대분류004,중분류015,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,L30,손익022,L34,상품041,상품_대외용_016,0,0,대분류004,중분류015,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,M20,손익023,M21,상품035,상품_대외용_025,183881590,78692024,대분류005,중분류017,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,M30,손익032,M31,상품056,상품_대외용_039,202913,0,대분류006,중분류019,Legacy,Infra,NW Infra
cust044,고객 044,Tier2,대기업,T30,손익007,T37,상품007,상품_대외용_001,945407304,498255247,대분류005,중분류007,Legacy,Infra,Application
cust044,고객 044,Tier2,대기업,V10,손익018,V11,상품027,상품_대외용_017,384766,192886,대분류002,중분류002,Legacy,Infra,NW Infra
cust045,고객 045,Tier3,글로벌,B30,손익012,B32,상품014,상품_대외용_006,715695042,524478294,대분류004,중분류011,Legacy,Infra,NW Infra
cust045,고객 045,Tier3,글로벌,E20,손익006,E25,상품019,상품_대외용_011,35640,17820,대분류004,중분류006,Legacy,Application,Application
cust045,고객 045,Tier3,글로벌,E20,손익006,E26,상품017,상품_대외용_009,17820,8910,대분류004,중분류006,Legacy,Application,Application
cust045,고객 045,Tier3,글로벌,L10,손익017,L11,상품026,상품_대외용_016,0,158064516,대분류004,중분류015,Legacy,Infra,NW Infra
cust045,고객 045,Tier3,글로벌,L30,손익022,L31,상품034,상품_대외용_024,428645161,359400000,대분류004,중분류015,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,A30,손익009,A31,상품048,상품_대외용_032,228593,96814,대분류004,중분류008,Legacy,Infra,NW Infra
cust046,고객 046,Tier2,대기업,A30,손익009,A33,상품029,상품_대외용_019,10354713,5081123,대분류004,중분류008,Legacy,Infra,NW Infra
